split,filename,stem,pattern,sample_id,country,center_lon,center_lat,minx,maxx,miny,maxy,width,height,mode,crs,pixel_scale,tiepoint,datetime
train,1192_Australia_115.74740520000002_-33.24280881.tiff,1192_Australia_115.74740520000002_-33.24280881,id_country_lon_lat,1192,Australia,115.74740520000002,-33.24280881,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 12882942.207506707, -3925577.298117761, 0.0)",
train,1193_Australia_115.7864027_-33.42855284.tiff,1193_Australia_115.7864027_-33.42855284,id_country_lon_lat,1193,Australia,115.7864027,-33.42855284,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 12887283.389348917, -3950326.3185891127, 0.0)",
train,1194_Nil_2.143086776_13.50261214.tiff,1194_Nil_2.143086776_13.50261214,id_country_lon_lat,1194,Nil,2.143086776,13.50261214,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 236567.32863011834, 1519213.4916981366, 0.0)",
train,1197_Nil_13.23401929_32.82927724.tiff,1197_Nil_13.23401929_32.82927724,id_country_lon_lat,1197,Nil,13.23401929,32.82927724,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 1471204.2885111598, 3874665.2351011564, 0.0)",
train,1199_Nil_13.41073444_32.83762212.tiff,1199_Nil_13.41073444_32.83762212,id_country_lon_lat,1199,Nil,13.41073444,32.83762212,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 1490876.129024617, 3875770.7960232245, 0.0)",
train,1202_Nil_52.64013381_29.77515763.tiff,1202_Nil_52.64013381_29.77515763,id_country_lon_lat,1202,Nil,52.64013381,29.77515763,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 5857872.891018984, 3476681.0703180493, 0.0)",
train,1204_Nil_46.49266705_34.82331756.tiff,1204_Nil_46.49266705_34.82331756,id_country_lon_lat,1204,Nil,46.49266705,34.82331756,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 5173540.021627208, 4141896.552952247, 0.0)",
train,1207_Nil_52.69587963_36.30844635.tiff,1207_Nil_52.69587963_36.30844635,id_country_lon_lat,1207,Nil,52.69587963,36.30844635,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 5864078.4873152375, 4345146.537805788, 0.0)",
train,1208_Nil_51.95616202_35.66440598.tiff,1208_Nil_51.95616202_35.66440598,id_country_lon_lat,1208,Nil,51.95616202,35.66440598,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 5781733.499639221, 4256541.865969487, 0.0)",
train,1209_Nil_58.38238686_36.48884596.tiff,1209_Nil_58.38238686_36.48884596,id_country_lon_lat,1209,Nil,58.38238686,36.48884596,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 6497097.576551106, 4370095.991098441, 0.0)",
train,120_Canada_-81.87295263_42.9721756.tiff,120_Canada_-81.87295263_42.9721756,id_country_lon_lat,120,Canada,-81.87295263,42.9721756,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9116055.396513408, 5309737.648047975, 0.0)",
train,1211_Nil_49.24878807_37.48522057.tiff,1211_Nil_49.24878807_37.48522057,id_country_lon_lat,1211,Nil,49.24878807,37.48522057,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 5480350.010138246, 4508957.820362596, 0.0)",
train,1212_Nil_49.63128796_37.07149885.tiff,1212_Nil_49.63128796_37.07149885,id_country_lon_lat,1212,Nil,49.63128796,37.07149885,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 5522929.70312153, 4451077.496197741, 0.0)",
train,1213_Nil_50.37575308_30.55940829.tiff,1213_Nil_50.37575308_30.55940829,id_country_lon_lat,1213,Nil,50.37575308,30.55940829,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 5605803.181193283, 3577661.1466228776, 0.0)",
train,1215_Nil_30.53173822_50.35504828.tiff,1215_Nil_30.53173822_50.35504828,id_country_lon_lat,1215,Nil,30.53173822,50.35504828,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3396777.5516839293, 6509992.515129793, 0.0)",
train,1217_Nil_36.14949175_50.12278984.tiff,1217_Nil_36.14949175_50.12278984,id_country_lon_lat,1217,Nil,36.14949175,50.12278984,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 4022143.014045644, 6469568.09671179, 0.0)",
train,1218_Nil_36.07808563_49.81878837.tiff,1218_Nil_36.07808563_49.81878837,id_country_lon_lat,1218,Nil,36.07808563,49.81878837,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 4014194.12112772, 6416952.122476065, 0.0)",
train,1219_Nil_34.91287522_48.4459751.tiff,1219_Nil_34.91287522_48.4459751,id_country_lon_lat,1219,Nil,34.91287522,48.4459751,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3884483.4916194985, 6183372.512907005, 0.0)",
train,121_Canada_-97.22066678_50.01527406.tiff,121_Canada_-97.22066678_50.01527406,id_country_lon_lat,121,Canada,-97.22066678,50.01527406,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -10824555.120532127, 6450921.459455857, 0.0)",
train,121_US_-13154391.156224996_-13150391.156224996_4103284.6839595768_4107284.6839595768.tiff,121_US_-13154391.156224996_-13150391.156224996_4103284.6839595768_4107284.6839595768,id_country_minx_maxx_miny_maxy,121,US,,,-13154391.156224996,-13150391.156224996,4103284.6839595768,4107284.6839595768,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13154391.156224996, 4107284.6839595768, 0.0)",
train,1221_Nil_32.0829012_46.98722531.tiff,1221_Nil_32.0829012_46.98722531,id_country_lon_lat,1221,Nil,32.0829012,46.98722531,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3569452.2247549063, 5941989.1670965925, 0.0)",
train,1222_Nil_37.63400426_47.13414244.tiff,1222_Nil_37.63400426_47.13414244,id_country_lon_lat,1222,Nil,37.63400426,47.13414244,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 4187398.190735088, 5965997.085047105, 0.0)",
train,1223_Nil_27.73260198_49.07829997.tiff,1223_Nil_27.73260198_49.07829997,id_country_lon_lat,1223,Nil,27.73260198,49.07829997,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3085179.13078613, 6290157.719035382, 0.0)",
train,1224_Nil_34.62824361_49.57794325.tiff,1224_Nil_34.62824361_49.57794325,id_country_lon_lat,1224,Nil,34.62824361,49.57794325,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3852798.445730629, 6375501.360679822, 0.0)",
train,1228_Nil_34.93481672_50.75302807.tiff,1228_Nil_34.93481672_50.75302807,id_country_lon_lat,1228,Nil,34.93481672,50.75302807,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3886926.0082267397, 6579722.973813467, 0.0)",
train,1229_Nil_26.10761833_50.73029881.tiff,1229_Nil_26.10761833_50.73029881,id_country_lon_lat,1229,Nil,26.10761833,50.73029881,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 2904286.7783207353, 6575724.652447307, 0.0)",
train,122_Canada_-75.77066292_45.2354565.tiff,122_Canada_-75.77066292_45.2354565,id_country_lon_lat,122,Canada,-75.77066292,45.2354565,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8436751.613323176, 5660665.772274618, 0.0)",
train,1230_Nil_25.91047693_51.34860025.tiff,1230_Nil_25.91047693_51.34860025,id_country_lon_lat,1230,Nil,25.91047693,51.34860025,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 2882341.0980584626, 6685190.27210223, 0.0)",
train,1231_Nil_32.30474201_48.48180949.tiff,1231_Nil_32.30474201_48.48180949,id_country_lon_lat,1231,Nil,32.30474201,48.48180949,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3594147.430761273, 6189388.370188266, 0.0)",
train,1233_Nil_30.783984999999998_50.61009072.tiff,1233_Nil_30.783984999999998_50.61009072,id_country_lon_lat,1233,Nil,30.783984999999998,50.61009072,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3424857.5347877718, 6554610.949502943, 0.0)",
train,1235_Nil_26.64524373_48.77341967.tiff,1235_Nil_26.64524373_48.77341967,id_country_lon_lat,1235,Nil,26.64524373,48.77341967,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 2964134.9640862653, 6238502.538124786, 0.0)",
train,1237_Nil_24.6220547_50.25974779999999.tiff,1237_Nil_24.6220547_50.25974779999999,id_country_lon_lat,1237,Nil,24.6220547,50.25974779999999,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 2738914.5914881285, 6493381.697116845, 0.0)",
train,1238_Nil_38.03078176_48.57574707.tiff,1238_Nil_38.03078176_48.57574707,id_country_lon_lat,1238,Nil,38.03078176,48.57574707,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 4231567.259993317, 6205178.760404593, 0.0)",
train,1239_Nil_37.35056816_48.02095011.tiff,1239_Nil_37.35056816_48.02095011,id_country_lon_lat,1239,Nil,37.35056816,48.02095011,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 4155846.228410657, 6112340.894664969, 0.0)",
train,123_Canada_-82.29895019_42.87588743.tiff,123_Canada_-82.29895019_42.87588743,id_country_lon_lat,123,Canada,-82.29895019,42.87588743,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9163477.227971785, 5295099.687865323, 0.0)",
train,123_US_-13038625.564985557_-13034625.564985557_4094139.039877045_4098139.039877045.tiff,123_US_-13038625.564985557_-13034625.564985557_4094139.039877045_4098139.039877045,id_country_minx_maxx_miny_maxy,123,US,,,-13038625.564985557,-13034625.564985557,4094139.039877045,4098139.039877045,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13038625.564985557, 4098139.039877045, 0.0)",
train,1241_Nil_32.98223571_49.98550474.tiff,1241_Nil_32.98223571_49.98550474,id_country_lon_lat,1241,Nil,32.98223571,49.98550474,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3669565.6844609235, 6445765.895661139, 0.0)",
train,1242_Nil_27.0001503_50.20074143.tiff,1242_Nil_27.0001503_50.20074143,id_country_lon_lat,1242,Nil,27.0001503,50.20074143,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3003642.9827378527, 6483113.573742073, 0.0)",
train,1244_Nil_35.92919034_49.96715013.tiff,1244_Nil_35.92919034_49.96715013,id_country_lon_lat,1244,Nil,35.92919034,49.96715013,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3997619.1732634036, 6442588.764603847, 0.0)",
train,1245_Nil_30.30006622_50.55940428.tiff,1245_Nil_30.30006622_50.55940428,id_country_lon_lat,1245,Nil,30.30006622,50.55940428,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3370987.9426128697, 6545724.403982633, 0.0)",
train,1246_Nil_30.36354653_50.62131395.tiff,1246_Nil_30.36354653_50.62131395,id_country_lon_lat,1246,Nil,30.36354653,50.62131395,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3378054.5383974686, 6556579.944624942, 0.0)",
train,1249_Nil_29.9770117_50.67298533.tiff,1249_Nil_29.9770117_50.67298533,id_country_lon_lat,1249,Nil,29.9770117,50.67298533,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3335025.6779480036, 6565651.200349637, 0.0)",
train,124_Canada_-102.7808851_49.14060801.tiff,124_Canada_-102.7808851_49.14060801,id_country_lon_lat,124,Canada,-102.7808851,49.14060801,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -11443515.792613959, 6300753.3959234, 0.0)",
train,1251_Nil_30.93153739_50.30599148.tiff,1251_Nil_30.93153739_50.30599148,id_country_lon_lat,1251,Nil,30.93153739,50.30599148,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3441282.9917079024, 6501437.7862828085, 0.0)",
train,1252_Nil_31.27127394_50.35548285.tiff,1252_Nil_31.27127394_50.35548285,id_country_lon_lat,1252,Nil,31.27127394,50.35548285,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3479102.2914577657, 6510068.336738691, 0.0)",
train,1254_Nil_23.48903405_48.49494185.tiff,1254_Nil_23.48903405_48.49494185,id_country_lon_lat,1254,Nil,23.48903405,48.49494185,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 2612787.3096718644, 6191594.087498188, 0.0)",
train,1256_Nil_29.17642579_50.74191412.tiff,1256_Nil_29.17642579_50.74191412,id_country_lon_lat,1256,Nil,29.17642579,50.74191412,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3245904.862110534, 6577767.667961591, 0.0)",
train,1257_Nil_36.21074883_49.42078038.tiff,1257_Nil_36.21074883_49.42078038,id_country_lon_lat,1257,Nil,36.21074883,49.42078038,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 4028962.120998726, 6348562.97343283, 0.0)",
train,1258_Nil_24.09483106_49.46270184.tiff,1258_Nil_24.09483106_49.46270184,id_country_lon_lat,1258,Nil,24.09483106,49.46270184,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 2680224.3243491524, 6355740.035821488, 0.0)",
train,1259_Nil_31.54376409_50.12979984.tiff,1259_Nil_31.54376409_50.12979984,id_country_lon_lat,1259,Nil,31.54376409,50.12979984,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 3509435.756201948, 6470785.305712376, 0.0)",
train,125_Canada_-130.2907467_54.26510655.tiff,125_Canada_-130.2907467_54.26510655,id_country_lon_lat,125,Canada,-130.2907467,54.26510655,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -14505899.577719389, 7222525.038485335, 0.0)",
train,1266_Nil_171.2538731_-44.41902452.tiff,1266_Nil_171.2538731_-44.41902452,id_country_lon_lat,1266,Nil,171.2538731,-44.41902452,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19061893.94986789, -5528517.841464032, 0.0)",
train,1268_Nil_173.93968930000003_-41.56511148.tiff,1268_Nil_173.93968930000003_-41.56511148,id_country_lon_lat,1268,Nil,173.93968930000003,-41.56511148,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19360877.641616218, -5094056.2303790795, 0.0)",
train,1269_Nil_175.4442007_-37.90001862.tiff,1269_Nil_175.4442007_-37.90001862,id_country_lon_lat,1269,Nil,175.4442007,-37.90001862,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19528359.084556893, -4563311.409168484, 0.0)",
train,1270_Nil_175.280528_-40.04887104.tiff,1270_Nil_175.280528_-40.04887104,id_country_lon_lat,1270,Nil,175.280528,-40.04887104,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19510139.122936133, -4871046.629372695, 0.0)",
train,1272_Nil_170.41114960000002_-45.90758592.tiff,1272_Nil_170.41114960000002_-45.90758592,id_country_lon_lat,1272,Nil,170.41114960000002,-45.90758592,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 18968082.398968365, -5763552.146624019, 0.0)",
train,1273_Nil_171.25485049999997_-42.4332224.tiff,1273_Nil_171.25485049999997_-42.4332224,id_country_lon_lat,1273,Nil,171.25485049999997,-42.4332224,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19062002.75353819, -5224096.594387426, 0.0)",
train,1274_Nil_175.0778226_-37.6094011.tiff,1274_Nil_175.0778226_-37.6094011,id_country_lon_lat,1274,Nil,175.0778226,-37.6094011,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19487574.061027084, -4522393.2902999865, 0.0)",
train,1277_Nil_172.8305737_-43.09761964.tiff,1277_Nil_172.8305737_-43.09761964,id_country_lon_lat,1277,Nil,172.8305737,-43.09761964,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19237411.45779334, -5324842.375061684, 0.0)",
train,1279_Nil_169.7603275_-46.24283715.tiff,1279_Nil_169.7603275_-46.24283715,id_country_lon_lat,1279,Nil,169.7603275,-46.24283715,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 18895633.214199353, -5817349.80816249, 0.0)",
train,1280_Nil_176.12822590000002_-38.68524669.tiff,1280_Nil_176.12822590000002_-38.68524669,id_country_lon_lat,1280,Nil,176.12822590000002,-38.68524669,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 19604504.42151066, -4674685.622334411, 0.0)",
train,1283_India_83.36997754_17.84062117.tiff,1283_India_83.36997754_17.84062117,id_country_lon_lat,1283,India,83.36997754,17.84062117,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 9278703.447199455, 2020901.9346225844, 0.0)",
train,1285_India_78.52426207_14.62060843.tiff,1285_India_78.52426207_14.62060843,id_country_lon_lat,1285,India,78.52426207,14.62060843,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8739280.868549967, 1647515.0442704498, 0.0)",
train,1288_India_95.81190939_28.14903102.tiff,1288_India_95.81190939_28.14903102,id_country_lon_lat,1288,India,95.81190939,28.14903102,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 10663732.965226065, 3269776.217915181, 0.0)",
train,1289_India_85.17824213_25.56911244.tiff,1289_India_85.17824213_25.56911244,id_country_lon_lat,1289,India,85.17824213,25.56911244,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 9479998.540577762, 2947810.8090709904, 0.0)",
train,128_US_-13373179.596594552_-13369179.596594552_4300265.797623817_4304265.797623817.tiff,128_US_-13373179.596594552_-13369179.596594552_4300265.797623817_4304265.797623817,id_country_minx_maxx_miny_maxy,128,US,,,-13373179.596594552,-13369179.596594552,4300265.797623817,4304265.797623817,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13373179.596594552, 4304265.797623817, 0.0)",
train,1293_India_77.15677889_28.74100026.tiff,1293_India_77.15677889_28.74100026,id_country_lon_lat,1293,India,77.15677889,28.74100026,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8587053.337284, 3344722.2907321304, 0.0)",
train,1294_India_77.327136_28.62415699.tiff,1294_India_77.327136_28.62415699,id_country_lon_lat,1294,India,77.327136,28.62415699,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8606017.404022213, 3329896.0585937276, 0.0)",
train,1297_India_74.95325799999999_30.18141537.tiff,1297_India_74.95325799999999_30.18141537,id_country_lon_lat,1297,India,74.95325799999999,30.18141537,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8341758.513856857, 3528890.4773738044, 0.0)",
train,1298_India_85.17803091_25.56887964.tiff,1298_India_85.17803091_25.56887964,id_country_lon_lat,1298,India,85.17803091,25.56887964,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 9479975.027674917, 2947782.0803842153, 0.0)",
train,1299_India_87.89154093_23.23746997.tiff,1299_India_87.89154093_23.23746997,id_country_lon_lat,1299,India,87.89154093,23.23746997,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 9782041.581363762, 2662761.987148202, 0.0)",
train,129_Canada_-113.4085103_52.99876867.tiff,129_Canada_-113.4085103_52.99876867,id_country_lon_lat,129,Canada,-113.4085103,52.99876867,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12626577.61821972, 6984770.160914211, 0.0)",
train,1301_India_77.17103819_28.40190183.tiff,1301_India_77.17103819_28.40190183,id_country_lon_lat,1301,India,77.17103819,28.40190183,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8588640.675299069, 3301739.5611646064, 0.0)",
train,1302_India_78.59383681_17.51860978.tiff,1302_India_78.59383681_17.51860978,id_country_lon_lat,1302,India,78.59383681,17.51860978,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8747025.893178841, 1983278.7766802954, 0.0)",
train,1303_India_80.26661094_13.135409.tiff,1303_India_80.26661094_13.135409,id_country_lon_lat,1303,India,80.26661094,13.135409,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8933238.257542603, 1477206.6683598098, 0.0)",
train,1304_-9950878.925638787_-9946878.925638787_3792250.3541641547_3796250.3541641547.tiff,1304_-9950878.925638787_-9946878.925638787_3792250.3541641547_3796250.3541641547,id_minx_maxx_miny_maxy,1304,,,,-9950878.925638787,-9946878.925638787,3792250.3541641547,3796250.3541641547,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9950878.925638787, 3796250.3541641547, 0.0)",
train,1306_India_88.39576272_22.6471093.tiff,1306_India_88.39576272_22.6471093,id_country_lon_lat,1306,India,88.39576272,22.6471093,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 9838171.294273434, 2591397.8968818295, 0.0)",
train,1314_India_73.113072_19.09918719.tiff,1314_India_73.113072_19.09918719,id_country_lon_lat,1314,India,73.113072,19.09918719,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8136909.945371948, 2168617.087087508, 0.0)",
train,1319_India_72.92848522_19.07068356.tiff,1319_India_72.92848522_19.07068356,id_country_lon_lat,1319,India,72.92848522,19.07068356,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 8116361.839015178, 2165259.52900065, 0.0)",
train,131_Canada_-79.896483_48.12434305.tiff,131_Canada_-79.896483_48.12434305,id_country_lon_lat,131,Canada,-79.896483,48.12434305,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8896035.803733438, 6129566.0737803895, 0.0)",
